00002021301	6
00002115201	7
00002124301	7
00002140701	3
00002143301	7
00002143361	7
00002143380	7
00002143401	7
00002143461	7
00002143480	7
00002145701	7
00002145780	7
00002146001	7
00002146080	7
00002147101	7
00002147180	7
00002148401	7
00002148480	7
00002149501	7
00002149580	7
00002150601	7
00002150661	7
00002150680	7
00002221401	7
00002223601	7
00002223661	7
00002223680	7
00002234001	7
00002242301	7
00002300201	7
00002318201	7
00002318261	7
00002318280	7
00002418230	9
00002418261	9
00002473230	9
00002739359	6
00002739459	6
00002751001	6
00002751017	6
00002751099	6
00002751101	6
00002751199	6
00002751201	6
00002751299	6
00002751559	6
00002751601	6
00002751659	6
00002751699	6
00002753301	6
00002757501	9
00002771201	6
00002771227	6
00002771261	6
00002771299	6
00002771401	6
00002771459	6
00002771461	6
00002771501	6
00002771559	6
00002771563	6
00002772601	6
00002772605	6
00002772801	6
00002772899	6
00002773701	6
00002775201	6
00002775205	6
00002801101	9
00002801127	9
00002820701	6
00002820705	6
00002820761	6
00002821301	6
00002821305	6
00002821401	6
00002821405	6
00002821501	6
00002821517	6
00002821591	6
00002821601	6
00002821759	6
00002822201	6
00002822259	6
00002822801	6
00002822827	6
00002823301	6
00002823305	6
00002823501	6
00002823505	6
00002831501	6
00002831517	6
00002831591	6
00002831599	6
00002831759	6
00002835101	6
00002835105	6
00002850101	6
00002871501	6
00002871517	6
00002871591	6
00002871759	6
00002872501	6
00002872559	6
00002873001	6
00002873059	6
00002877001	6
00002877059	6
00002879301	6
00002879359	6
00002879401	6
00002879459	6
00002879701	6
00002879759	6
00002879761	6
00002879801	6
00002879859	6
00002879899	6
00002879901	6
00002879959	6
00002879961	6
00002879999	6
00002880301	6
00002880359	6
00002880501	6
00002880559	6
00002880599	6
00002882401	6
00002882427	6
00002898001	6
00002898005	6
00003001101	2
00003013950	7
00003015250	7
00003019550	7
00003021301	2
00003021501	2
00003027750	7
00003027760	7
00003027775	7
00003028650	3
00003028655	3
00003028660	3
00003056050	3
00003056750	3
00003142711	7
00003142811	7
00003183310	6
00003183315	6
00003183410	6
00003183415	6
00003183710	6
00003183715	6
00003196401	1
00003196501	1
00003196601	1
00003196701	1
00003196801	1
00003218710	9
00003218713	9
00003218811	9
00003218821	9
00003218831	9
00003218850	9
00003218851	9
00003218890	9
00003218891	9
00003281411	9
00003281811	9
00003362212	1
00003362312	1
00003362412	1
00003363112	1
00003363810	1
00003364111	1
00003421411	7
00003421421	7
00003421511	7
00003421521	7
00003421531	7
00003421541	7
00003422111	7
00003422216	7
00003422231	7
00003422311	7
00003422321	7
00003422331	7
00004024451	1
00004024515	1
00004038039	1
00004038101	1
00004038140	1
00004040109	4
00004040209	4
00004040309	4
00004040509	4
00005306723	7
00005306823	7
00005306834	7
00005306923	7
00005311323	3
00005311327	3
00005312523	7
00005312531	7
00005312723	7
00005312731	7
00005315623	3
00005315631	3
00005315723	3
00005315731	3
00006007814	7
00006007828	7
00006007861	7
00006007862	7
00006007882	7
00006008014	7
00006008028	7
00006008061	7
00006008062	7
00006008082	7
00006008107	7
00006008114	7
00006008131	7
00006008154	7
00006008182	7
00006011201	7
00006011228	7
00006011231	7
00006011254	7
00006022101	7
00006022128	7
00006022131	7
00006022154	7
00006022761	1
00006027701	7
00006027702	7
00006027714	7
00006027727	7
00006027728	7
00006027730	7
00006027731	7
00006027733	7
00006027754	7
00006027774	7
00006027782	7
00006047361	1
00006047761	1
00006057142	1
00006057143	1
00006057301	1
00006057318	1
